Index,Time Start,Time End,Dispersion Constant,Dispersion Error,Burst/Survey,Electric/Magnetic,Notes
179,44037.11682,44037.11689,1046.317994, 32.346839012537224 ,Burst,Magnetic, 
180,44037.11749,44037.11756,1084.109044, 32.925811208609574 ,Burst,Electric, 
180,44037.11749,44037.11755,1039.6606, 32.24376839173734 ,Burst,Magnetic, 
181,44037.11929,44037.11934,529.3219235, 23.006997272156138 ,Burst,Electric, 
181,44037.11929,44037.11933,522.748443, 22.863692681804487 ,Burst,Magnetic, 
182,44037.11936,44037.11936,69.05143107, 8.309719072567978 ,Burst,Electric,"Think this is a low D whistler, but it only catches the middle of it.
"
183,44037.11959,44037.11966,1126.030952, 33.55638466578305 ,Burst,Electric, 
183,44037.11959,44037.11966,1135.155481, 33.692068521122295 ,Burst,Magnetic, 
184,44037.1199,44037.12,2209.247108, 47.00262873600795 ,Burst,Electric,"This one was not done with great precision. Redo if needed
"
184,44037.11992,44037.11999,2287.744391, 47.83037101393841 ,Burst,Magnetic,"This one was not done with great precision. Redo if needed
"
185,44037.10267,44037.10278,1923.780448, 43.86092165539844 ,Burst,Electric, 
185,44037.10269,44037.10278,2158.189598, 46.456319245921755 ,Burst,Magnetic, 
186,44037.12186,44037.12197,1236.481897, 35.163644533196496 ,Burst,Electric,"Once again, not great precision. A redo may be required. These big ones on burst take a while :(
"
186,44037.12189,44037.12194,1415.807684, 37.627219984500584 ,Burst,Magnetic,"Once again, not great precision. A redo may be required. These big ones on burst take a while :(
"
187,44037.12322,44037.12331,1145.745457, 33.848861973307166 ,Burst,Electric,"again, did roughly, redo may be needed
"
187,44037.12322,44037.12332,1136.864131, 33.71741583913275 ,Burst,Magnetic,"again, did roughly, redo may be needed
"
188,44037.10293,44037.10302,3244.868848, 56.96375029649997 ,Burst,Electric, 
189,44037.10321,44037.10334,4163.945226, 64.52863880729238 ,Burst,Electric,"Magnetic is super faint, not confindent but my best guess on what frequencies are magnetic whistler matches dispersion constant
"
189,44037.10321,44037.10329,4234.328854, 65.07172085049694 ,Burst,Magnetic,"Magnetic is super faint, not confindent but my best guess on what frequencies are magnetic whistler matches dispersion constant
"
190,44037.10414,44037.1042,971.2029259, 31.16412883194395 ,Burst,Electric, 
190,44037.10416,44037.10421,1102.805123, 33.20850979709869 ,Burst,Magnetic, 
191,44037.10441,44037.10453,2182.78456, 46.720279963319996 ,Burst,Electric,"These ones are super faint and noisy. Need a good contrast to see, but especially electric that shape is unmistakable. Magnetic is much noisier though
"
191,44037.10443,44037.10451,2294.468238, 47.900607904169654 ,Burst,Magnetic,"These ones are super faint and noisy. Need a good contrast to see, but especially electric that shape is unmistakable. Magnetic is much noisier though
"
192,44037.10551,44037.10557,1006.540976, 31.726029937655294 ,Burst,Electric, 
192,44037.10551,44037.10556,993.7956549, 31.52452465782791 ,Burst,Magnetic, 
193,42821.38196,42821.38196,0.368910105, ±0.607 ,Burst,Electric,"Extreme low D, possibly alternate phenomena?
"
193,42821.38196,42821.38196,1.207956626, ±1.099 ,Burst,Magnetic,"Extreme low D, possibly alternate phenomena?
"
194,42821.38444,42821.38444,0.168391384, ±0.410 ,Burst,Electric, 
194,42821.38444,42821.38444,0.243411112, ±0.493 ,Burst,Magnetic, 
195,42821.38446,42821.38446,0.387750075, ±0.623 ,Burst,Electric, 
195,42821.38446,42821.38446,0.270830759, ±0.520 ,Burst,Magnetic, 
196,42821.38498,42821.38498,0.828247613, ±0.910 ,Burst,Electric, 
196,42821.38498,42821.38498,0.76495324, ±0.875 ,Burst,Magnetic, 
197,42821.38499,42821.38499,0.598169412, ±0.773 ,Burst,Electric, 
197,42821.38499,42821.38499,0.631650896, ±0.795 ,Burst,Magnetic, 
198,42821.38508,42821.38508,0.855370152, ±0.925 ,Burst,Electric, 
198,42821.38508,42821.38508,0.862250393, ±0.929 ,Burst,Magnetic, 
199,42821.38515,42821.38515,0.444208093, ±0.666 ,Burst,Electric, 
199,42821.38515,42821.38515,0.618219967, ±0.786 ,Burst,Magnetic, 
200,42821.38532,42821.38532,0.634030408, ±0.796 ,Burst,Electric, 
200,42821.38532,42821.38532,0.633630004, ±0.796 ,Burst,Magnetic, 
201,42821.38534,42821.38534,0.706336141, ±0.840 ,Burst,Electric, 
201,42821.38534,42821.38534,0.584705455, ±0.765 ,Burst,Magnetic, 
202,42821.38534,42821.38534,0.34194023, ±0.585 ,Burst,Electric, 
202,42821.38534,42821.38534,0.330507876, ±0.575 ,Burst,Magnetic, 
203,42821.38609,42821.38609,0.567286525, ±0.753 ,Burst,Electric, 
203,42821.38609,42821.38609,0.439294826, ±0.663 ,Burst,Magnetic, 
204,42821.382,42821.382,0.449924476, ±0.671 ,Burst,Electric,"Extreme low D, possibly alternate phenomena?

"
204,42821.382,42821.382,0.563481125, ±0.751 ,Burst,Magnetic,"Extreme low D, possibly alternate phenomena?

"
205,42821.38618,42821.38618,0.161178578, ±0.401 ,Burst,Electric, 
205,42821.38618,42821.38618,0.411060579, ±0.641 ,Burst,Magnetic, 
206,42821.3862,42821.3862,0.457325772, ±0.676 ,Burst,Electric, 
206,42821.3862,42821.3862,0.694569553, ±0.833 ,Burst,Magnetic, 
207,42821.38625,42821.38625,0.696081544, ±0.834 ,Burst,Magnetic, 
208,42821.38632,42821.38632,0.685368119, ±0.828 ,Burst,Electric, 
208,42821.38632,42821.38632,1.052860839, ±1.026 ,Burst,Magnetic, 
209,42821.38691,42821.38691,0.516870443, ±0.719 ,Burst,Electric, 
209,42821.38691,42821.38691,0.764125104, ±0.874 ,Burst,Magnetic, 
210,42821.38697,42821.38697,0.722512574, ±0.850 ,Burst,Electric, 
210,42821.38697,42821.38697,0.537325111, ±0.733 ,Burst,Magnetic, 
211,42821.38706,42821.38706,0.857167836, ±0.926 ,Burst,Electric, 
211,42821.38706,42821.38706,1.631716161, ±1.277 ,Burst,Magnetic, 
212,42821.38742,42821.38742,1.589821038, ±1.261 ,Burst,Electric, 
212,42821.38742,42821.38742,0.719314142, ±0.848 ,Burst,Magnetic, 
213,42821.38753,42821.38753,1.127747952, ±1.062 ,Burst,Electric, 
213,42821.38753,42821.38753,1.046954063, ±1.023 ,Burst,Magnetic, 
214,42821.38753,42821.38753,0.563650276, ±0.751 ,Burst,Electric, 
214,42821.38753,42821.38753,0.526024903, ±0.725 ,Burst,Magnetic, 
215,42821.38223,42821.38223,0.414774161, ±0.644 ,Burst,Electric,"Extreme low D, possibly alternate phenomena?

"
215,42821.38223,42821.38223,0.541087896, ±0.736 ,Burst,Magnetic,"Extreme low D, possibly alternate phenomena?

"
216,42821.38758,42821.38758,0.439436183, ±0.663 ,Burst,Electric, 
216,42821.38758,42821.38758,0.353258648, ±0.594 ,Burst,Magnetic, 
217,42821.38767,42821.38767,0.400773873, ±0.633 ,Burst,Electric, 
218,42821.38773,42821.38773,0.754129078, ±0.868 ,Burst,Electric,"Only catches the very beginning, error is much higher since very little of whistler is captured
"
218,42821.38773,42821.38773,0.612042968, ±0.782 ,Burst,Magnetic,"Only catches the very beginning, error is much higher since very little of whistler is captured
"
219,42821.38775,42821.38775,0.444963993, ±0.667 ,Burst,Electric, 
219,42821.38775,42821.38775,0.639684998, ±0.800 ,Burst,Magnetic, 
220,42821.38778,42821.38778,2.581054013, ±1.607 ,Burst,Magnetic,"2 possible whislters. Not sure which one is true or not(or maybe both). See same note
"
221,42821.38778,42821.38778,5.509247046, ±2.347 ,Burst,Magnetic,"2 possible whislters. Not sure which one is true or not(or maybe both). See same note

"
222,42821.38807,42821.38807,0.551479432, ±0.743 ,Burst,Electric, 
222,42821.38807,42821.38807,0.672868517, ±0.820 ,Burst,Magnetic, 
223,42821.38817,42821.38817,0.420450145, ±0.648 ,Burst,Electric, 
223,42821.38817,42821.38817,0.462582263, ±0.680 ,Burst,Magnetic, 
224,42821.38848,42821.38848,0.574111829, ±0.758 ,Burst,Electric, 
224,42821.38848,42821.38848,0.526777485, ±0.726 ,Burst,Magnetic, 
225,42821.38869,42821.38869,2.278275974, ±1.509 ,Burst,Magnetic,"Not fully sure on this one
"
226,42821.38306,42821.38306,0.623048646, ±0.789 ,Burst,Electric, 
226,42821.38306,42821.38306,1.190948197, ±1.091 ,Burst,Magnetic, 
227,42821.3887,42821.3887,0.672854337, ±0.820 ,Burst,Electric, 
227,42821.3887,42821.3887,0.713329709, ±0.845 ,Burst,Magnetic, 
228,42821.38876,42821.38876,0.520337535, ±0.721 ,Burst,Electric, 
228,42821.38876,42821.38876,0.519426993, ±0.721 ,Burst,Magnetic, 
229,42821.38888,42821.38888,0.451856614, ±0.672 ,Burst,Electric, 
230,42821.38933,42821.38933,5.008181054, ±2.238 ,Burst,Magnetic, 
231,42821.38938,42821.38938,0.234093118, ±0.484 ,Burst,Electric, 
231,42821.38938,42821.38938,0.235096966, ±0.485 ,Burst,Magnetic, 
232,42821.38948,42821.38948,0.647527086, ±0.805 ,Burst,Electric, 
232,42821.38948,42821.38948,0.489609447, ±0.700 ,Burst,Magnetic, 
233,42821.38959,42821.38959,0.33385437, ±0.578 ,Burst,Electric, 
233,42821.38959,42821.38959,0.241895097, ±0.492 ,Burst,Magnetic, 
234,42821.39014,42821.39014,0.561577052, ±0.749 ,Burst,Electric, 
234,42821.39014,42821.39014,0.514662686, ±0.717 ,Burst,Magnetic, 
235,42821.39022,42821.39022,0.576116469, ±0.759 ,Burst,Magnetic, 
236,42821.3903,42821.3903,1.126442412, ±1.061 ,Burst,Electric, 
236,42821.3903,42821.3903,1.382223214, ±1.176 ,Burst,Magnetic, 
237,42821.38306,42821.38306,0.570697917, ±0.755 ,Burst,Electric, 
237,42821.38306,42821.38306,0.811278941, ±0.901 ,Burst,Magnetic, 
238,42821.39051,42821.39051,0.774137576, ±0.880 ,Burst,Electric,"Electric component is solid, magnetic component I am less sure about
"
238,42821.39051,42821.39051,0.395004753, ±0.628 ,Burst,Magnetic,"Electric component is solid, magnetic component I am less sure about
"
239,42821.39058,42821.39058,0.267764519, ±0.517 ,Burst,Magnetic, 
240,42821.39063,42821.39063,1.483354511, ±1.218 ,Burst,Electric, 
240,42821.39063,42821.39063,1.503228008, ±1.226 ,Burst,Magnetic, 
241,42821.39067,42821.39067,0.728388564, ±0.853 ,Burst,Electric, 
241,42821.39067,42821.39067,0.527523658, ±0.726 ,Burst,Magnetic, 
242,42821.39091,42821.39091,0.618579578, ±0.786 ,Burst,Electric, 
242,42821.39091,42821.39091,0.643487901, ±0.802 ,Burst,Magnetic, 
243,42821.39122,42821.39122,0.65018318, ±0.806 ,Burst,Electric,"Only catches the very beginning, error is much higher since very little of whistler is captured
"
243,42821.39122,42821.39122,0.566062292, ±0.752 ,Burst,Magnetic,"Only catches the very beginning, error is much higher since very little of whistler is captured
"
244,42821.39132,42821.39132,15.22515486, ±3.902 ,Burst,Magnetic, 
245,42821.3915,42821.3915,1.675232911, ±1.294 ,Burst,Electric, 
245,42821.3915,42821.3915,1.516805439, ±1.232 ,Burst,Magnetic, 
246,42821.39171,42821.39171,1.093545835, ±1.046 ,Burst,Magnetic, 
247,42821.39188,42821.39188,2.567029943, ±1.602 ,Burst,Magnetic, 
248,42821.38319,42821.38319,1.104961575, ±1.051 ,Burst,Electric, 
248,42821.38319,42821.38319,0.92370941, ±0.961 ,Burst,Magnetic, 
249,42821.39207,42821.39207,0.543066632, ±0.737 ,Burst,Electric, 
249,42821.39207,42821.39207,0.575756151, ±0.759 ,Burst,Magnetic, 
250,42821.39225,42821.39225,26.55232175, ±5.153 ,Burst,Magnetic, 
251,42821.39267,42821.39267,1.350871371, ±1.162 ,Burst,Electric, 
251,42821.39267,42821.39267,1.33178372, ±1.154 ,Burst,Magnetic, 
252,42821.39269,42821.39269,0.64765816, ±0.805 ,Burst,Electric,"Electric has huge artifact. Think I selected data outside of artifact, but can very easily be confused
"
252,42821.39269,42821.39269,0.440239237, ±0.664 ,Burst,Magnetic,"Electric has huge artifact. Think I selected data outside of artifact, but can very easily be confused
"
253,42821.39277,42821.39277,0.54819683, ±0.740 ,Burst,Electric, 
253,42821.39277,42821.39277,0.577082108, ±0.760 ,Burst,Magnetic, 
254,42821.39278,42821.39278,0.294926586, ±0.543 ,Burst,Electric, 
254,42821.39278,42821.39278,0.223263742, ±0.473 ,Burst,Magnetic, 
255,42821.39287,42821.39287,0.895164059, ±0.946 ,Burst,Electric, 
255,42821.39287,42821.39287,0.472064365, ±0.687 ,Burst,Magnetic, 
256,42821.39321,42821.39321,0.223394399, ±0.473 ,Burst,Electric, 
256,42821.39321,42821.39321,0.395071679, ±0.629 ,Burst,Magnetic, 
257,42821.39382,42821.39382,0.297077854, ±0.545 ,Burst,Electric, 
257,42821.39382,42821.39382,0.326354898, ±0.571 ,Burst,Magnetic, 
258,42821.39418,42821.39418,0.355422217, ±0.596 ,Burst,Electric, 
258,42821.39418,42821.39418,0.382432543, ±0.618 ,Burst,Magnetic, 
259,42821.38326,42821.38326,0.51478422, ±0.717 ,Burst,Electric, 
259,42821.38326,42821.38326,0.553974611, ±0.744 ,Burst,Magnetic, 
260,42821.39431,42821.39431,0.279431906, ±0.529 ,Burst,Electric, 
260,42821.39431,42821.39431,0.259485469, ±0.509 ,Burst,Magnetic, 
261,42821.39441,42821.39441,0.707697655, ±0.841 ,Burst,Magnetic, 
262,42821.39448,42821.39448,6.118753384, ±2.474 ,Burst,Magnetic, 
263,42821.39462,42821.39462,9.281142948, ±3.046 ,Burst,Magnetic, 
264,42821.39484,42821.39484,8.080001916, ±2.843 ,Burst,Magnetic, 
265,42821.39654,42821.39654,0.218042863, ±0.467 ,Burst,Electric, 
266,42821.39712,42821.39712,0.641793406, ±0.801 ,Burst,Magnetic, 
267,42821.39737,42821.39737,4.077325833, ±2.019 ,Burst,Electric, 
268,42821.39823,42821.39823,0.212767384, ±0.461 ,Burst,Magnetic, 
269,42821.40054,42821.40054,3.354967415, ±1.832 ,Burst,Magnetic, 
270,42821.38427,42821.38427,0.770811075, ±0.878 ,Burst,Electric, 
270,42821.38427,42821.38427,0.555092996, ±0.745 ,Burst,Magnetic, 
271,42821.40108,42821.40108,1.663232525, ±1.290 ,Burst,Magnetic, 
272,42821.4016,42821.4016,0.401287883, ±0.633 ,Burst,Magnetic, 
273,42821.40244,42821.40244,0.88866164, ±0.943 ,Burst,Magnetic, 
274,42821.40256,42821.40256,2.749669614, ±1.658 ,Burst,Magnetic,"Does not capture full whistler
"
275,42821.40323,42821.40323,3.774060119, ±1.943 ,Burst,Magnetic, 
276,42821.40395,42821.40398,2176.55987, ±46.654 ,Burst,Electric,"Long dispersion Electric Whistler? IN region with little to no electric activity
"
277,42821.40439,42821.40439,0.844424681, ±0.919 ,Burst,Electric, 
278,42821.40471,42821.40471,0.869455788, ±0.932 ,Burst,Electric, 
279,42821.38441,42821.38441,0.167021802, ±0.409 ,Burst,Electric, 
279,42821.38441,42821.38441,0.291245256, ±0.540 ,Burst,Magnetic, 
280,43931.55663,43931.55668,1351.051465, 36.756651979539704 ,Burst,Electric, 
280,43931.55663,43931.55669,1360.081022, 36.879276318008195 ,Burst,Magnetic, 
281,43931.56046,43931.56046,0.218020693, 0.46692686043961956 ,Burst,Electric, 
281,43931.56046,43931.56046,0.188580138, 0.4342581467284178 ,Burst,Magnetic, 
282,43931.56046,43931.56046,2.797803323, 1.6726635414810715 ,Burst,Electric, 
283,43931.56049,43931.56049,0.275874034, 0.5252371216888616 ,Burst,Electric, 
283,43931.56049,43931.56049,0.283566104, 0.5325092525017757 ,Burst,Magnetic, 
284,43931.56068,43931.56068,0.943443222, 0.9713100545140053 ,Burst,Electric, 
284,43931.56068,43931.56068,0.925005073, 0.9617718404070686 ,Burst,Magnetic, 
285,43931.56102,43931.56102,0.532227042, 0.7295389242528462 ,Burst,Electric,"Whistler not fully captured, only see tail end of it
"
285,43931.56102,43931.56102,0.426599808, 0.6531460847314329 ,Burst,Magnetic,"Whistler not fully captured, only see tail end of it
"
286,43931.56123,43931.56123,0.97202869, 0.9859151535502434 ,Burst,Electric, 
286,43931.56123,43931.56123,1.000191123, 1.000095556934436 ,Burst,Magnetic, 
287,43931.56138,43931.56138,0.613415531, 0.7832084850153247 ,Burst,Electric, 
287,43931.56138,43931.56138,0.607498549, ±0.779 ,Burst,Magnetic, 
288,43931.5627,43931.5627,1.157920195, 1.0760670030253692 ,Burst,Electric,"This one is so nice :D
"
288,43931.5627,43931.5627,1.011134993, 1.0055520836833862 ,Burst,Magnetic,"This one is so nice :D
"
289,43931.56307,43931.56307,1.279810048, 1.1312868990667222 ,Burst,Electric, 
289,43931.56307,43931.56307,1.446628041, 1.2027585131687908 ,Burst,Magnetic, 
290,43931.56406,43931.56406,0.745897442, 0.8636535428052153 ,Burst,Electric, 
291,43931.55689,43931.55698,2341.378189, 48.38778967270565 ,Burst,Magnetic, 
292,43931.56434,43931.56434,1.073998221, 1.0363388543328866 ,Burst,Electric, 
292,43931.56434,43931.56434,1.317060714, 1.1476326563844372 ,Burst,Magnetic, 
293,43931.56443,43931.56443,0.237289978, 0.4871241915569376 ,Burst,Electric, 
293,43931.56443,43931.56443,0.174635488, 0.4178941109898535 ,Burst,Magnetic, 
294,43931.56509,43931.56509,1.272066222, 1.1278591321614593 ,Burst,Electric, 
295,43931.56534,43931.56534,0.466515419, 0.6830193401361341 ,Burst,Electric, 
296,43931.56534,43931.56534,1.046251332, 1.0228642783869226 ,Burst,Electric, 
296,43931.56534,43931.56534,1.194819045, 1.093077785429747 ,Burst,Magnetic, 
297,43931.56623,43931.56623,0.557912457, 0.7469353767227792 ,Burst,Electric, 
297,43931.56623,43931.56623,0.661275902, 0.8131887247127815 ,Burst,Magnetic, 
298,43931.5673,43931.5673,1.367316976, 1.169323298322581 ,Burst,Magnetic, 
299,43931.57039,43931.57039,0.256583344, 0.5065405650093584 ,Burst,Magnetic, 
300,43931.57396,43931.57396,92.93637166, ±9.640 ,Burst,Electric,"Don't think this is a whistler, but flagging since it has a tail like one
"
301,43931.57777,43931.57782,2256.865253, 47.506475904743766 ,Burst,Electric, 
302,43931.55715,43931.55725,3264.242562, 57.13355023231097 ,Burst,Magnetic, 
303,43931.57791,43931.57794,2089.265357, 45.70848232867725 ,Burst,Electric, 
304,43931.58094,43931.58094,167.9152793, 12.958212811495265 ,Burst,Electric, 
305,43931.59547,43931.59547,0.863138749, 0.9290526083059021 ,Burst,Electric, 
305,43931.59547,43931.59547,0.683728124, 0.8268785424716256 ,Burst,Magnetic, 
306,43931.59549,43931.59549,0.463333151, 0.6806857946218652 ,Burst,Electric, 
306,43931.59549,43931.59549,0.561577123, ±0.749 ,Burst,Magnetic, 
307,43931.5961,43931.5961,0.647154517, 0.8044591456376141 ,Burst,Electric, 
307,43931.5961,43931.5961,0.757780998, 0.8705061734416362 ,Burst,Magnetic, 
308,43931.59611,43931.59611,0.470946987, 0.6862557737462032 ,Burst,Electric, 
308,43931.59611,43931.59611,0.38786789, 0.6227904061560358 ,Burst,Magnetic, 
309,43931.59664,43931.59664,0.538861125, 0.7340716075424795 ,Burst,Electric, 
310,43931.59664,43931.59664,0.41417612, 0.6435651637557769 ,Burst,Electric, 
310,43931.59664,43931.59664,0.538258351, 0.7336609237243047 ,Burst,Magnetic, 
311,43931.59751,43931.59751,0.362982711, 0.6024804652434799 ,Burst,Electric, 
311,43931.59751,43931.59751,0.466611074, 0.6830893601864986 ,Burst,Magnetic, 
312,43931.59752,43931.59752,0.508051671, 0.7127774344071226 ,Burst,Electric, 
312,43931.59752,43931.59752,0.597104743, 0.7727255288910805 ,Burst,Magnetic, 
313,43931.55762,43931.55762,1.926756158, 1.3880764236885519 ,Burst,Magnetic,"Noisy, not fully sure on
"
314,43931.5976,43931.5976,0.442744889, 0.6653907791666488 ,Burst,Electric, 
314,43931.5976,43931.5976,0.461952529, 0.6796708975673447 ,Burst,Magnetic, 
315,43931.59777,43931.59777,0.603930294, 0.7771295220231953 ,Burst,Electric, 
315,43931.59777,43931.59777,0.585815779, 0.7653860326658699 ,Burst,Magnetic, 
316,43931.59792,43931.59792,0.679459885, 0.8242935672440979 ,Burst,Electric, 
316,43931.59792,43931.59792,0.492584983, ±0.702 ,Burst,Magnetic, 
317,43931.59809,43931.59809,0.457733537, 0.6765600764159825 ,Burst,Electric,"Not fully sure if it is a whistler. Noisy
"
318,43931.59824,43931.59824,0.530293623, 0.7282126221097792 ,Burst,Electric, 
319,43931.59877,43931.59877,0.503167492, ±0.709 ,Burst,Electric, 
319,43931.59877,43931.59877,0.472287303, 0.6872316225262047 ,Burst,Magnetic, 
320,43931.59935,43931.59935,0.397489538, 0.6304677136856415 ,Burst,Electric, 
320,43931.59935,43931.59935,0.503863773, 0.7098336234639776 ,Burst,Magnetic, 
321,43931.59951,43931.59951,0.485980014, 0.6971226678282668 ,Burst,Electric, 
321,43931.59951,43931.59951,0.572839711, 0.7568617515768649 ,Burst,Magnetic, 
322,43931.60012,43931.60012,0.489814729, 0.6998676510598272 ,Burst,Electric,"Whistler not fully captured.
"
322,43931.60012,43931.60012,0.504346459, 0.7101735414671543 ,Burst,Magnetic,"Whistler not fully captured.
"
323,43931.60075,43931.60075,0.589454442, 0.7677593646449387 ,Burst,Electric, 
323,43931.60075,43931.60075,0.619552094, 0.7871163154197732 ,Burst,Magnetic, 
324,43931.55895,43931.55895,0.57818633, 0.7603856455772952 ,Burst,Magnetic, 
325,43931.60105,43931.60105,0.409947878, 0.6402717220055872 ,Burst,Electric, 
325,43931.60105,43931.60105,0.304088982, 0.5514426370892987 ,Burst,Magnetic, 
326,43931.60132,43931.60132,0.524371085, ±0.724 ,Burst,Electric, 
326,43931.60132,43931.60132,0.562875681, 0.7502504121958214 ,Burst,Magnetic, 
327,43931.60148,43931.60148,0.615898133, 0.7847917768427495 ,Burst,Electric, 
327,43931.60148,43931.60148,0.535757223, ±0.732 ,Burst,Magnetic, 
328,43931.60433,43931.60433,0.992262057, 0.9961235149317579 ,Burst,Electric, 
328,43931.60433,43931.60433,1.497792381, ±1.224 ,Burst,Magnetic, 
329,43931.60446,43931.60446,1.097778283, 1.0477491507989878 ,Burst,Electric, 
329,43931.60446,43931.60446,0.924190239, 0.9613481362128914 ,Burst,Magnetic, 
330,43931.60485,43931.60485,1.029926879, 1.0148531317387752 ,Burst,Electric, 
330,43931.60485,43931.60485,0.884914757, 0.9406990788769807 ,Burst,Magnetic, 
331,43931.60516,43931.60516,1.002122003, 1.0010604392343152 ,Burst,Electric, 
331,43931.60516,43931.60516,1.552629422, 1.2460455136149724 ,Burst,Magnetic, 
332,43931.60532,43931.60532,0.74531933, ±0.863 ,Burst,Electric, 
332,43931.60532,43931.60532,0.808719921, 0.8992885638103044 ,Burst,Magnetic, 
333,43931.60532,43931.60532,1.884955505, 1.3729368175557097 ,Burst,Electric, 
333,43931.60532,43931.60532,1.45797316, 1.2074655937127152 ,Burst,Magnetic, 
334,43931.60544,43931.60544,0.732676293, 0.8559651237053996 ,Burst,Electric, 
334,43931.60544,43931.60544,0.782789942, 0.8847541703772862 ,Burst,Magnetic, 
335,43931.55902,43931.55902,0.687928169, 0.8294143530226614 ,Burst,Electric,"Whistler not fully captured in data
"
335,43931.55902,43931.55902,0.724089018, 0.8509342030968082 ,Burst,Magnetic,"Whistler not fully captured in data
"
336,43931.60568,43931.60568,2.366621814, 1.5383828567687565 ,Burst,Electric, 
337,43931.60571,43931.60571,1.199565708, 1.095246870801282 ,Burst,Electric, 
338,43931.60573,43931.60573,0.62482494, 0.7904586896226773 ,Burst,Electric, 
339,43931.60573,43931.60573,0.822934284, 0.9071572542839527 ,Burst,Electric, 
340,43931.60576,43931.60576,0.824927011, 0.9082549262184049 ,Burst,Electric, 
340,43931.60576,43931.60576,0.739512152, 0.8599489240646795 ,Burst,Magnetic, 
341,43931.60576,43931.60576,1.316776922, 1.1475090073720555 ,Burst,Electric, 
342,43931.60597,43931.60597,1.963769886, 1.4013457410646382 ,Burst,Electric,"I'd trust the electric more than the magnetic on this one
"
342,43931.60597,43931.60597,2.493820791, 1.5791835836912693 ,Burst,Magnetic,"I'd trust the electric more than the magnetic on this one
"
343,43931.6061,43931.6061,0.71532433, 0.8457684848704166 ,Burst,Electric, 
343,43931.6061,43931.6061,0.736529569, 0.8582130091067135 ,Burst,Magnetic, 
344,43931.60669,43931.60669,5.44610759, 2.333689694453828 ,Burst,Electric, 
344,43931.60669,43931.60669,4.653701881, 2.1572440476218726 ,Burst,Magnetic, 
345,43931.55959,43931.55959,0.580404999, 0.7618431590557206 ,Burst,Electric, 
345,43931.55959,43931.55959,0.779285526, ±0.883 ,Burst,Magnetic, 
346,43931.5599,43931.5599,0.47857727, 0.6917927941226332 ,Burst,Electric, 
346,43931.5599,43931.5599,0.512950346, 0.7162055193867191 ,Burst,Magnetic, 
347,43931.56007,43931.56007,0.578637734, ±0.761 ,Burst,Electric, 
347,43931.56007,43931.56007,0.605388747, 0.7780673152112226 ,Burst,Magnetic, 
348,43984.44285,43984.44285,0.395324954, 0.6287487208734504 ,Burst,Electric, 
348,43984.44285,43984.44285,0.342869236, 0.5855503701646854 ,Burst,Magnetic, 
349,43984.44747,43984.44747,0.273793544, 0.5232528490127885 ,Burst,Electric, 
350,43984.45788,43984.45788,1.207413624, 1.0988237456480452 ,Burst,Electric, 
350,43984.45788,43984.45788,0.782951199, 0.8848452966479508 ,Burst,Magnetic, 
351,43984.45793,43984.45793,0.619175502, 0.7868770564707044 ,Burst,Electric,"Not 100% convinced this is a whistler
"
351,43984.45793,43984.45793,0.384068851, 0.6197328868149568 ,Burst,Magnetic,"Not 100% convinced this is a whistler
"
352,43984.45797,43984.45797,0.313146709, 0.5595951295356314 ,Burst,Electric, 
352,43984.45797,43984.45797,0.527185542, 0.7260754382293895 ,Burst,Magnetic, 
353,43984.45797,43984.45797,0.299935675, 0.5476638339346501 ,Burst,Electric,"There's some cool feature after the whistler too
"
353,43984.45797,43984.45797,0.521386884, 0.7220712457922694 ,Burst,Magnetic,"There's some cool feature after the whistler too
"
354,43984.44791,43984.44791,0.230640064, 0.4802500015616866 ,Burst,Electric, 
355,43984.44804,43984.44804,0.353301687, 0.5943918631677254 ,Burst,Magnetic, 
356,43984.44823,43984.44823,2.662072549, 1.6315858999758486 ,Burst,Magnetic, 
357,43984.44899,43984.44899,2.101986932, 1.4498230692053427 ,Burst,Magnetic, 
358,43984.44931,43984.44931,0.478448875, 0.6916999891571489 ,Burst,Electric, 
358,43984.44931,43984.44931,0.931798009, 0.9652968501968707 ,Burst,Magnetic, 
359,43984.44938,43984.44938,0.339111692, 0.5823329734782327 ,Burst,Electric, 
360,43984.44941,43984.44941,0.383357607, 0.6191587898108206 ,Burst,Electric, 
360,43984.44941,43984.44941,0.146375115, 0.38259000901748597 ,Burst,Magnetic, 
361,43984.44943,43984.44943,0.513360446, 0.7164917626881694 ,Burst,Electric, 
361,43984.44943,43984.44943,0.870559574, 0.9330378202409589 ,Burst,Magnetic, 
362,43984.44946,43984.44946,0.317624273, 0.5635816471461789 ,Burst,Magnetic, 
363,43984.44365,43984.44365,0.282282289, ±0.531 ,Burst,Magnetic,"Looks very vertical, but tail end of it exists enough to plot some points on
"
364,43984.44949,43984.44949,0.371622953, ±0.610 ,Burst,Electric, 
364,43984.44949,43984.44949,0.505663646, ±0.711 ,Burst,Magnetic, 
365,43984.44987,43984.44987,0.431598666, 0.6569616929471611 ,Burst,Electric,"Magnetic is less confindant than electric component
"
365,43984.44987,43984.44987,0.816131736, ±0.903 ,Burst,Magnetic,"Magnetic is less confindant than electric component
"
366,43984.45012,43984.45012,0.33191783, 0.5761231031645928 ,Burst,Electric, 
366,43984.45012,43984.45012,0.456903981, 0.6759467294099439 ,Burst,Magnetic, 
367,43984.45041,43984.45041,0.305396604, ±0.553 ,Burst,Electric, 
